Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Duplicate),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Investigation reason),Custom field (Issue color),Custom field (Operational categorization),Custom field (Organizations),Custom field (Pending reason),Custom field (Product categorization),Custom field (Production Outage Severity),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Root cause),Satisfaction rating,Custom field (Severity),Custom field (Source),Custom field (Start date),Custom field (Story point estimate),Custom field (Urgency),Custom field (Workaround),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Modify recipient of CC/BCM contact forms,HE-1071,12097,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2f36158cb25b06fe582,dacosta,13/Mar/19 11:50 AM,18/Mar/19 4:02 PM,19/Mar/19 1:06 PM,15/Mar/19 4:02 PM,,0,CCBCM,Frontend,ServiceRequest,WordPress,,,,,,,,,,,,Modify contact emails for CC/BCM per request https://app.asana.com/0/517412949117819/1113229459619825/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00ccn:,he/2da6c29b-c4dc-4c7b-9c18-704769ed7d3b,English,,,,,,,,,,,,,2019-03-13 16:50:34.627,13/Mar/19 11:50 AM;dacosta;This issue requires your attention. [~mcomardo],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEL ADs showing in place of EXCL ADs in EXCL Ad Blocks,HE-1070,12094,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Canceled,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba,12/Mar/19 2:45 PM,13/Mar/19 11:23 AM,19/Mar/19 1:06 PM,13/Mar/19 11:22 AM,,0,AdBlock,EditorialLinks,EXCL,Incident,SEL,,,,,,,,,,,Find examples of AD Blocks promoting SEL schools when we have EXCL coverage. ,,dacosta,,,,,,,,,,,,,12/Mar/19 2:42 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba;image-20190312-194254.png;https://highereducation.atlassian.net/secure/attachment/10336/image-20190312-194254.png,12/Mar/19 2:44 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba;image-20190312-194418.png;https://highereducation.atlassian.net/secure/attachment/10337/image-20190312-194418.png,12/Mar/19 2:44 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba;image-20190312-194447.png;https://highereducation.atlassian.net/secure/attachment/10338/image-20190312-194447.png,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00cbz:,he/b2fce538-aefb-4186-9124-0cd95e730bf0,English,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b3e2de9a28cbf2e783b08ff(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b3e2de9a28cbf2e783b08ff),qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b106baf93816854030df97a(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b106baf93816854030df97a),,,,,Product Malfunction,,,,,,2019-03-12 19:45:41.414,"12/Mar/19 2:45 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba;

!image-20190312-194254.png|thumbnail!

!image-20190312-194418.png|thumbnail!

!image-20190312-194447.png|thumbnail!",12/Mar/19 2:45 PM;dacosta;This issue requires your attention. [~mcomardo],12/Mar/19 3:15 PM;dacosta;This issue requires your attention. [~dacosta],12/Mar/19 3:15 PM;dacosta;This issue requires your attention. [~jvalencia],"13/Mar/19 8:34 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b106baf93816854030df97a;Just to chime in here, as I chatted with Dave Ashworth offline on this one (specifically the second example with University of the Southwest, so to be fair I did not check the other 2 examples shown) .  In short, there's no technical issue here.  DE is calculated as it was configured to do so, and showing the school/product combos in calculated eRPV order.

What we could improve is how we calculate erpv.  Basically, the bumps don't currently affect the ""ML revenue"" portion of the formula (that accounts for how much downstream revenue we expect to get in the revenue), but only the expected revenue of the initial school.  We will change this in the next few days, but worth noting that this essentially means that this school was still worth showing in this instance for the ML revenue only.   I firmly do not believe we should artificially bump SEL out of Ad positions if the calculated erpv suggests they should be there.  My 2 cents!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PublicHealth.org | Update 2018 references on site,HE-1069,12093,Service Request,Escalated,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c36458a1c6a692feab99638,syncbot,12/Mar/19 1:10 PM,19/Mar/19 2:21 AM,19/Mar/19 1:06 PM,,,0,Content,Frontend,PublicHealth.org,ServiceRequest,,,,,,,,,,,,"*Request:* 
There are a couple of references to ""2018"" on PublicHealth.org that should be updated for this year (changed to 2019), including: 

-1. Rankings badge on https://www.publichealth.org/degree/masters/ - COMPLETE-

2. Copyright date in footer (site-wide) 

It would be great to get this updated by end of Q1 (3/29). Let me know if you think it will take more time. Thank you! 

Dev will need to update the footer date.

┆{color:#707070}Attachments: [Screen Shot 2019-03-11 at 10.42.54 AM.png|https://app.asana.com/app/asana/-/get_asset?asset_id=1113688125242327] | [Screen Shot 2019-03-11 at 10.43.31 AM.png|https://app.asana.com/app/asana/-/get_asset?asset_id=1113688125242329]{color}
",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00cbr:,,English,,,,,,,,,,,,,2019-03-12 18:10:17.427,12/Mar/19 1:10 PM;dacosta;This issue requires your attention. [~mcomardo],"12/Mar/19 1:10 PM;syncbot;➤ {color:#999999}_Amanda Green commented:_{color}

Julie Linton ( https://app.asana.com/0/774891322319184/list ) - I was able to update the badge, but am unable to change the footer on our side, that will have to go to the development team.

The badge changes should be live in 10-15mins. Once the page rebuilds.","12/Mar/19 1:10 PM;syncbot;➤ {color:#999999}_Julie Linton commented:_{color}

Great! Thanks, Amanda! I'll forward this to the dev team to wrap it up 🙂","12/Mar/19 1:10 PM;syncbot;➤ {color:#999999}_Julie Linton commented:_{color}

Emily Maddox ( https://app.asana.com/0/106813058990697/list ) - Publishing was able to change the badge, but the copyright date will need to be changed by dev. Let me know if you have any questions. Thank you!","12/Mar/19 1:10 PM;syncbot;➤ {color:#999999}_Emily Maddox commented:_{color}

Dave@Cafeto ( https://app.asana.com/0/623227981136756/list ) can you change out the copyright date on PublicHealth.org to 2019? Thanks!","12/Mar/19 1:51 PM;dacosta;Got it, PR sent to Frontend team for approval. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'School Finder' monetization widget broken across Accounting.com,HE-1068,12092,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c36456ab393bf4ce9562b43,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c36456ab393bf4ce9562b43,12/Mar/19 10:42 AM,15/Mar/19 1:04 PM,12/Mar/19 11:14 AM,12/Mar/19 1:04 PM,,0,503,Accounting.com,Backend,ChromeBrowser,Incident,Monetization,MonetizationPlacements,SafariBrowser,Widgets,,,,,,,"It has been reported across a few individuals this morning, that the 'Find A School' monetization widget across Accounting.com is broken and receiving as 503 server error instead of rendering the widget.  This is broken across all site pages on Accounting.com and occurs in both Chrome and Safari",,5c06aadbb5881d1b2e50d1a6,,,,,,,,,,,,,12/Mar/19 10:40 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c36456ab393bf4ce9562b43;Screen Shot 2019-03-12 at 8.39.50 AM.png;https://highereducation.atlassian.net/secure/attachment/10334/Screen+Shot+2019-03-12+at+8.39.50+AM.png,12/Mar/19 11:13 AM;jvalencia1;image-2019-03-12-11-13-53-764.png;https://highereducation.atlassian.net/secure/attachment/10335/image-2019-03-12-11-13-53-764.png,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00cbj:,he/457cf4ff-c199-4783-a7b3-e41988aa1f15,English,,,,,,,Product Malfunction,,,,,,2019-03-12 15:42:43.939,"12/Mar/19 10:42 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c36456ab393bf4ce9562b43;

!Screen Shot 2019-03-12 at 8.39.50 AM.png|thumbnail!",12/Mar/19 10:42 AM;dacosta;This issue requires your attention. [~mcomardo],12/Mar/19 10:52 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c36456ab393bf4ce9562b43;This appears fixed now - thank you!,"12/Mar/19 11:13 AM;jvalencia1;Good Morning [~qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c36456ab393bf4ce9562b43].
Just to be sure, when you say ""School Finder"" widget are you referring to the QDF Widget?

I'm gonna attach an image pointing to the widget i believe is the one you are referring at!

Please let us know!
 !image-2019-03-12-11-13-53-764.png|thumbnail! ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BestColleges.com] - School profile links not working,HE-1067,12091,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Duplicate,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb22a4af3653588c520d7,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb22a4af3653588c520d7,11/Mar/19 5:37 PM,15/Mar/19 8:24 AM,12/Mar/19 9:26 AM,12/Mar/19 8:24 AM,,0,BestColleges.com,Database,Incident,Schools,,,,,,,,,,,,"On any of our pages, if you click to view a school profile page, you're taken to a page that just has a red dot on it and no other content. Example: https://www.bestcolleges.com/schools/#/100654-alabama-a-and-m-university/

This is happening on our rankings pages too (when you click ""View School Profile""). Example: https://www.bestcolleges.com/features/best-online-masters-in-health-informatics-programs/

This is a SITEWIDE issue.",,dacosta,,,,,,,,,,,,HE-1059,,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00cbb:,he/2c6f6d68-e5c5-4dd9-a04c-0f4b83af17c6,English,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2e5a217aa69bce54144(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2e5a217aa69bce54144),,,,,,,,,,,,2019-03-11 22:37:21.653,11/Mar/19 5:37 PM;dacosta;This issue requires your attention. [~mcomardo],"12/Mar/19 8:22 AM;dacosta;Hello Amy,

Thank you for reporting, this issue will be marked as duplicate.
It was reported here: https://highereducation.atlassian.net/servicedesk/customer/portal/2/HE-1059
The Frontend team is looking into this.

Thank you for reporting!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form Doesn't have programs,HE-1066,12089,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010,09/Mar/19 5:07 PM,17/Mar/19 2:56 PM,11/Mar/19 2:49 PM,14/Mar/19 2:56 PM,,0,CollegeDegree.com,FormApp,forms,Incident,Monetization,PostUniversity,,,,,,,,,,"PC: Chrome -  Form Doesn't have any programs (Post University)

Domain Link: https://www.collegedegree.com/

DL where issue occured: https://schools.collegedegrees.com/forms/post-university?__utma=100713310.176886443.1552172188.1552172188.1552172188.1&__utmb=100713310.3.9.1552172547147&__utmc=100713310&__utmx=-&__utmz=100713310.1552172188.1.1.utmcsr%3D%28direct%29%7Cutmccn%3D%28direct%29%7Cutmcmd%3D%28none%29&__utmv=-&__utmk=74047634&__gaid=UA-38641140-1&publisher=collegedegree",,dacosta,,,,,,,,,,,,,09/Mar/19 5:04 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;cxzv.gif;https://highereducation.atlassian.net/secure/attachment/10332/cxzv.gif,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00cav:,he/b2fce538-aefb-4186-9124-0cd95e730bf0,English,,,,,,5,Product Malfunction,,,,,,2019-03-09 23:07:11.721,09/Mar/19 5:07 PM;dacosta;This issue requires your attention. [~mcomardo],"09/Mar/19 5:07 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;

!cxzv.gif|thumbnail!","12/Mar/19 12:32 PM;dacosta;The school must be replaced, I'm asking about possible replacements before making changes. Thank you for reporting.",13/Mar/19 10:07 AM;dacosta;PR was sent for review,14/Mar/19 2:57 PM;dacosta;Changes are now live! Thank you for reporting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Error on link redirection Error on Link Redirection (due to duplicated “https” keyword on link address),HE-1065,12088,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010,09/Mar/19 9:46 AM,16/Mar/19 8:37 AM,11/Mar/19 8:28 AM,12/Mar/19 10:31 AM,,0,BestColleges.com,Frontend,Incident,Links,,,,,,,,,,,,,,dacosta,,,,,,,,,,,,,12/Mar/19 8:18 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;image.png;https://highereducation.atlassian.net/secure/attachment/10333/image.png,09/Mar/19 9:47 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;image.png;https://highereducation.atlassian.net/secure/attachment/10331/image.png,09/Mar/19 9:44 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;image.png;https://highereducation.atlassian.net/secure/attachment/10330/image.png,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00can:,he/09f1f327-dcaa-4493-a28b-5d098f595273,English,,,,,,5,Production Outage,,,,,,2019-03-09 15:46:43.148,"09/Mar/19 9:46 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;

!image.png|thumbnail!",09/Mar/19 9:46 AM;dacosta;This issue requires your attention. [~mcomardo],09/Mar/19 9:47 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;!image.png|thumbnail!,12/Mar/19 8:18 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;!image.png|thumbnail!,"12/Mar/19 10:30 AM;dacosta;Thank you for reporting!

Both links were corrected and are now working.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onlineuniversityrankings.org  -  No Mobile version,HE-1064,12087,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,dosorio,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b48d4befc9d8158972ce6ea,syncbot,08/Mar/19 1:25 PM,19/Mar/19 1:14 AM,19/Mar/19 1:06 PM,08/Mar/19 2:52 PM,,0,ChromeBrowser,FP,Offshore,OnlineUniversityRankings.org,Responsive,ServiceRequest,Webpage,,,,,,,,,"*Mobile: Oneplus Chrome -* No Mobile version
http://onlineuniversityrankings.org/",,dacosta,dosorio,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00caf:,,English,,,,,,,,,,,,,2019-03-08 19:25:26.461,08/Mar/19 1:25 PM;dacosta;This issue requires your attention. [~mcomardo],"08/Mar/19 2:52 PM;dosorio;Hello Team

Thanks for identifying this issue, however, onlineuniversityrankings.org is not a publisher of Higher Education.

Regards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usnews.com - Link Not Clickable,HE-1063,12086,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dosorio,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b48d4befc9d8158972ce6ea,syncbot,08/Mar/19 1:20 PM,19/Mar/19 1:14 AM,19/Mar/19 1:06 PM,08/Mar/19 2:35 PM,,0,ChromeBrowser,FormApp,Forms,FP,Incident,Links,Offshore,USnews.com,,,,,,,,"*PC:Chrome  -* The governance link is not clickable compared to others
https://www.usnews.com/
*Picture :* https://docs.google.com/document/d/1Dbl9zX7BQnKHEgI5MrxKgnvZiGW3ctZsYb3xOtU60eA/edit",,dacosta,dosorio,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00ca7:,,English,,,,,,,,,,,,,2019-03-08 19:20:20.157,08/Mar/19 1:20 PM;dacosta;This issue requires your attention. [~mcomardo],"08/Mar/19 2:34 PM;dosorio;Hello team

Reviewing the incident we noticed the following:

* We can't correct the ""Link not Clickable"" issue because the publisher is not from Higher Education.
* The document attached is pointing to a different issue:   ""Misaligned"" field in the Form, however reviewing other forms the alignment of the field is correct.

Thanks in Advance for your findings.

Regards","08/Mar/19 2:54 PM;syncbot;➤ {color:#999999}_offshore@highereducation.com commented:_{color}

Oh isee, Thanks for the update!","08/Mar/19 2:59 PM;syncbot;➤ {color:#999999}_offshore@highereducation.com commented:_{color}

Great, Thanks!","09/Mar/19 7:36 AM;syncbot;➤ {color:#999999}_offshore@highereducation.com commented:_{color}

Hi Diego

Good Day! the attached file has been changed, Thanks!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Widget on https://www.bestcolleges.com/features/top-online-masters-public-health-programs/,HE-1062,12084,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b0dc2376c27b84d00ce9acf,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b0dc2376c27b84d00ce9acf,08/Mar/19 9:24 AM,15/Mar/19 7:48 AM,11/Mar/19 8:28 AM,12/Mar/19 7:48 AM,,0,BestColleges.com,Incident,Monetization,qdf,widget,Widgets,,,,,,,,,,"Unsure if widget was here before, but see widget here when site was last scraped: https://web.archive.org/web/20180331050520/http://www.bestcolleges.com/features/top-online-masters-public-health-programs/",,dacosta,,,,,,,,,,,,,08/Mar/19 9:23 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b0dc2376c27b84d00ce9acf;image.png;https://highereducation.atlassian.net/secure/attachment/10329/image.png,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00c9r:,he/b2fce538-aefb-4186-9124-0cd95e730bf0,English,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca99f0b2e373f9f726c(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca99f0b2e373f9f726c),qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010),qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328),qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c6c6f04622fc65f6f616940(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c6c6f04622fc65f6f616940),,,Production Outage,,,,,,2019-03-08 15:24:20.888,"08/Mar/19 9:24 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b0dc2376c27b84d00ce9acf;

!image.png|thumbnail!",08/Mar/19 9:24 AM;dacosta;This issue requires your attention. [~mcomardo],"08/Mar/19 1:07 PM;dacosta;The page doesn't have any layout set, so the sidebar (that contains the QDF) is missing. Also, the footer is messed up.
I've corrected this and sent the PR to Frontend team for approval, I'll keep you updated for when it is live on prod.",08/Mar/19 1:15 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c6c6f04622fc65f6f616940;Great! thanks.,"12/Mar/19 7:47 AM;dacosta;Hello all,

The PR was approved and was deployed to production.
The widget is now showing, thank you for reporting!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where do all the CC/BCM contact forms go?,HE-1061,12083,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2f36158cb25b06fe582,syncbot,08/Mar/19 8:57 AM,18/Mar/19 2:26 PM,19/Mar/19 1:06 PM,11/Mar/19 2:41 PM,,0,CCBCM,ServiceRequest,,,,,,,,,,,,,,"I've been asked to find out where all the college choice/best choice media contact forms end up, and if anyone actually reads them. Can you help me figure that out?

Here's the full list of sites and contact pages: https://docs.google.com/spreadsheets/d/1prsg9euVdDlu2XUL2H-uj3vXRnH7p2--MA91LQbqBPw/edit#gid=0

Thanks and let me know how I can help!",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00c9j:,,English,,,,,,,,,,,,,2019-03-08 14:57:06.04,08/Mar/19 8:57 AM;dacosta;This issue requires your attention. [~mcomardo],"08/Mar/19 8:57 AM;syncbot;➤ {color:#999999}_Eric Rasch commented:_{color}

Emily Maddox ( https://app.asana.com/0/106813058990697/list ) Cafeto should be able to handle this.

David Rubin ( https://app.asana.com/0/223157124360941/list ) For reference, this is the preferred process: https://higheredu.slack.com/archives/C02RKEG2Z/p1547055765009700","08/Mar/19 8:57 AM;syncbot;➤ {color:#999999}_David Rubin commented:_{color}

Eric Rasch ( https://app.asana.com/0/221958638007097/list ) - Wasn't sure where this one fell on the Jira/Asana spectrum, but good to know.","08/Mar/19 8:57 AM;syncbot;➤ {color:#999999}_Emily Maddox commented:_{color}

Dave@Cafeto ( https://app.asana.com/0/623227981136756/list ) can your team take a look at the contact forms on the sites in the Google sheet above? Thanks!","11/Mar/19 2:48 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Hello David Rubin ( https://app.asana.com/0/223157124360941/list ), I collected all the emails that are set to receive the contact forms. Please let me know if I can help in any other way!","13/Mar/19 11:02 AM;syncbot;➤ {color:#999999}_David Rubin commented:_{color}

Thanks, Dave@Cafeto ( https://app.asana.com/0/623227981136756/list )! Can you have them all forward to contact@cmn.com instead? That way the right person on our team will see them.","13/Mar/19 11:37 AM;syncbot;➤ {color:#999999}_Eric Rasch commented:_{color}

Actually, if you could use the following, all these will still go to contact@, but the + allows you to know where they are coming from:

  1. contact+CollegeChoicenet@cmn.com
  2. contact+BestValueSchoolscom@cmn.com
  3. contact+BestCollegeReviewsorg@cmn.com
  4. contact+GradSchoolHubcom@cmn.com
  5. contact+OnlinePHDProgramsorg@cmn.com
  6. contact+BestCounselingDegreesnet@cmn.com
  7. contact+TopManagementDegreescom@cmn.com
  8. contact+BestMedicalDegreescom@cmn.com
  9. contact+BestMastersDegreescom@cmn.com
  10. contact+SocialWorkDegreeGuidecom@cmn.com
  11. contact+AccountingDegreeorg@cmn.com
  12. contact+TopMastersInHealthcarecom@cmn.com
  13. contact+OnlineMBAtodaycom@cmn.com
  14. contact+HealthcareAdministrationDegreenet@cmn.com","13/Mar/19 11:42 AM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

David Rubin ( https://app.asana.com/0/223157124360941/list ) I'll open another task to make the changes and tag you as a follower.
Thanks for the guidelines Eric Rasch ( https://app.asana.com/0/221958638007097/list )!","14/Mar/19 11:02 AM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Hello David Rubin ( https://app.asana.com/0/223157124360941/list ) I created a new column with the sites I changed. There are some without contact forms, please let me know if you also need them changed 🙂","15/Mar/19 11:42 AM;syncbot;➤ {color:#999999}_David Rubin commented:_{color}

Thanks Dave@Cafeto ( https://app.asana.com/0/623227981136756/list ). If we can have those emails routed to a contact @ cmn.com address as well, that would be ideal.","15/Mar/19 4:08 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Hello David Rubin ( https://app.asana.com/0/223157124360941/list ) I updated all the emails, except the ones that were being sent directly to Emma already. 

OnlineMBAtoday.com has no contact page. I'm not sure if there is any ticket for frontend/content teams  to create one.
AccreditedOnlineColleges.org is sent directly to google@accreditedonlinecolleges.org, please correct me if this email isn't ours.","18/Mar/19 2:26 PM;syncbot;➤ {color:#999999}_David Rubin commented:_{color}

Cool - I'll set up a different request for a contact page on OnlineMBAtoday.com. 

I'm not sure about that AOC.org email, but I am fairly confident no one checks it. Could you have those emails go to contact@ instead?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
